,Date,P1,P2,Result,Score,Set1,Set2,Set3,Set4,Set5,Court_Type,Tournament
10e610343ca1f3639a32c1260c2b4d6e,04/01/2020,Vesely J. (Cze),Karlovic I. (Cro),1.0,2-1,60-72,6-3,6-2,,,hard,ATP - SINGLES: Doha (Qatar) - Qualification
bcf9222decb967b417200508cd3986b9,26/10/2020,Verdasco F. (Esp),Duckworth J. (Aus),1.0,2-0,6-4,7-6,,,,hard (indoor),ATP - SINGLES: Nur-Sultan (Kazakhstan)
5bdcedb77c94eeb6d3038993188fe75e,13/10/2020,Verdasco F. (Esp),Murray A. (Gbr),1.0,2-0,6-4,6-4,,,,hard (indoor),ATP - SINGLES: Cologne (Germany)
0fee6f1c206f05e70cd509fec0b56646,12/09/2020,Verdasco F. (Esp),Dzumhur D. (Bih),-1.0,0-2,0-6,2-6,,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
9d2458e8a8f3f77bf02a4269c4d05d77,01/08/2020,Verdasco F. (Esp),Brown D. (Ger),1.0,3-2,16-19,13-20,20-16,17-16,2-1,hard,EXHIBITION - MEN: UTS Championship 2 (World)
64aa7161558c9614a777676097bf92db,25/07/2020,Moutet C. (Fra),Verdasco F. (Esp),1.0,3-2,19-13,13-16,12-16,16-13,3-1,hard,EXHIBITION - MEN: UTS Championship 2 (World)
5a97ccc03eaa969bd960028c7e8618d7,04/02/2020,Verdasco F. (Esp),Taberner C. (Esp),-1.0,1-2,6-4,1-6,4-6,,,clay,ATP - SINGLES: Cordoba (Argentina)
56e88859bc0cb7189e311001e5da56b4,21/01/2020,Verdasco F. (Esp),Donskoy E. (Rus),1.0,3-0,7-5,6-2,6-1,,,hard,ATP - SINGLES: Australian Open (Australia)
ecc66bd6c800bcd509a3dd16b579001e,10/01/2020,Moutet C. (Fra),Verdasco F. (Esp),1.0,2-1,6-4,4-6,6-4,,,hard,ATP - SINGLES: Doha (Qatar)
e529f8cae78396b0146ce40a2545de51,23/02/2021,Koepfer D. (Ger),Coria F. (Arg),-1.0,0-2,1-6,4-6,,,,clay,ATP - SINGLES: Cordoba (Argentina)
ce2ddaf6f468334cc3bc2d2cf9865881,08/02/2021,Koepfer D. (Ger),Dellien H. (Bol),1.0,3-0,7-5,6-2,6-4,,,hard,ATP - SINGLES: Australian Open (Australia)
50e14311b11f62006f22d51f56436bed,01/02/2021,Koepfer D. (Ger),O'Connell C. (Aus),-1.0,1-2,7-5,4-6,1-6,,,hard,ATP - SINGLES: Melbourne (Great Ocean Road Open) (Australia)
a0c2a5e0935afe8f58d625cf035e7727,10/10/2020,Koepfer D. (Ger),Otte O. (Ger),-1.0,0-2,1-6,2-6,,,,hard (indoor),ATP - SINGLES: Cologne (Germany) - Qualification
c23d4048fe818262e6f774f57ad53342,27/09/2020,Koepfer D. (Ger),Hoang A. (Fra),1.0,3-1,6-2,3-6,6-1,6-1,,clay,ATP - SINGLES: French Open (France)
af74d32082053ed1a08318b8c160c0df,18/09/2020,Musetti L. (Ita),Koepfer D. (Ger),-1.0,0-2,4-6,0-6,,,,clay,ATP - SINGLES: Rome (Italy)
b69a1336f8eb1d0bf19dabae1525f994,14/09/2020,Koepfer D. (Ger),Kukushkin M. (Kaz),1.0,2-1,2-6,6-4,6-2,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
b5838bfe853255a3689b4a69ecc28685,12/09/2020,Cobolli F. (Ita),Koepfer D. (Ger),-1.0,1-2,6-7,6-3,0-6,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
c54836de6f7cf013556668657d2818ab,07/09/2020,Marterer M. (Ger),Koepfer D. (Ger),1.0,2-1,6-7,6-3,6-2,,,clay,ATP - SINGLES: Kitzbuhel (Austria) - Qualification
f2dc5b0e63e6a5d2c374701b371e3aa1,21/08/2020,Koepfer D. (Ger),McDonald M. (Usa),-1.0,1-2,7-6,5-7,6-7,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
515b3ac45c591e278a5a641380f2384f,20/08/2020,Londero J. I. (Arg),Koepfer D. (Ger),-1.0,0-2,4-6,6-7,,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
a80a20b59c874a54d99c505eb1e8528b,30/04/2020,Koepfer D. (Ger),Cid Subervi R. (Dom),-1.0,0-2,2-4,2-4,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
4b48661d20403bbe322b3e10b63df19e,30/04/2020,Koepfer D. (Ger),Popko D. (Kaz),1.0,2-0,4-0,4-3,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
eda63e5155d974578af2840a408bc129,30/04/2020,Redlicki Mi. (Usa),Koepfer D. (Ger),1.0,2-1,1-4,4-0,4-3,,,hard,EXHIBITION - MEN: International Tennis Series (World)
362710248fe14a79dd6b491f08c3e657,28/04/2020,Koepfer D. (Ger),Andreev A. (Bul),-1.0,0-2,2-4,1-4,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
4104bd6be2805776b068340ca0e7044f,28/04/2020,Koepfer D. (Ger),Mejia N. (Col),1.0,2-1,4-3,3-4,4-3,,,hard,EXHIBITION - MEN: International Tennis Series (World)
7e6e7915dfbd6ef694ebe608ecce11fd,28/04/2020,Redlicki Mi. (Usa),Koepfer D. (Ger),-1.0,1-2,0-4,4-3,3-4,,,hard,EXHIBITION - MEN: International Tennis Series (World)
b09739cf59b49c73f42d08bfbc3beafc,26/04/2020,Koepfer D. (Ger),Samardzic N. (Usa),1.0,2-0,4-1,4-2,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
bb5fbb8e082bbfb3bbec3ba1514bce9d,26/04/2020,Yatsuk I. (Usa),Koepfer D. (Ger),-1.0,0-2,2-4,2-4,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
5dddae4d1c523afcf4468942fd6e73f0,26/04/2020,Koepfer D. (Ger),King E. (Usa),1.0,2-0,4-3,4-1,,,,hard,EXHIBITION - MEN: International Tennis Series (World)
9d4867e7c9d92af3f79b11e7491fb3b9,07/03/2020,Koepfer D. (Ger),Ostapenkov D. (Blr),1.0,2-0,6-0,6-2,,,,x,ATP - SINGLES: Davis Cup - World Group (World) - Qualification
acdd9a80bbb92dd24e4b887995704416,20/02/2020,Koepfer D. (Ger),Watanuki Y. (Jpn),-1.0,0-2,3-6,1-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Drummondville (Canada)
26619216df4d67e7364a6627e0da3835,20/02/2020,Koepfer D. (Ger),Kirchheimer S. (Usa),1.0,2-1,7-5,4-6,6-3,,,hard (indoor),CHALLENGER MEN - SINGLES: Drummondville (Canada)
14e6b1bb1f285f161d52f2933dbb55fe,11/02/2020,Schnur B. (Can),Koepfer D. (Ger),-1.0,0-2,4-6,3-6,,,,hard (indoor),ATP - SINGLES: New York (USA)
dce1b9c40feaa679f740bc77547581a8,08/02/2020,Koepfer D. (Ger),Rodionov J. (Aut),-1.0,0-2,6-7,2-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
a6c29d1dd865b0eac21605d9d546c924,07/02/2020,McDonald M. (Usa),Koepfer D. (Ger),-1.0,1-2,7-5,3-6,2-6,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
7f55a9e0a9c3f357b3d72bfdb5989776,06/02/2020,Istomin D. (Uzb),Koepfer D. (Ger),-1.0,0-2,6-7,3-6,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
82a0df44dc8d8bba9e2388976a91e237,05/02/2020,Bangoura S. (Usa),Koepfer D. (Ger),-1.0,0-2,4-6,6-7,,,,hard (indoor),CHALLENGER MEN - SINGLES: Dallas (USA)
a311d6a38c3e0700ac40baf9706339fd,21/01/2020,Koepfer D. (Ger),Martinez P. (Esp),-1.0,0-3,3-6,4-6,5-7,,,hard,ATP - SINGLES: Australian Open (Australia)
ac5a040b06f3b6d3dcb7814587f8a1ad,10/01/2020,Ruusuvuori E. (Fin),Koepfer D. (Ger),1.0,2-0,6-3,6-4,,,,hard,CHALLENGER MEN - SINGLES: Canberra (Australia)
03f37fbbf2bb67856e98d1c8001dbf1f,09/01/2020,Bolt A. (Aus),Koepfer D. (Ger),-1.0,1-2,6-3,3-6,5-7,,,hard,CHALLENGER MEN - SINGLES: Canberra (Australia)
98ec2702b5b66836e406922dcdd890aa,08/01/2020,Rola B. (Slo),Koepfer D. (Ger),-1.0,1-2,4-6,6-3,0-6,,,hard,CHALLENGER MEN - SINGLES: Canberra (Australia)
463173ad3b270c8d5f1b106e0fc8a868,05/02/2021,Duckworth J. (Aus),Moutet C. (Fra),-1.0,0-2,6-7,4-6,,,,hard,ATP - SINGLES: Melbourne (Murray River Open) (Australia)
b24e254d59f81c33a4bfbf654e9e17da,02/11/2020,Caruso S. (Ita),Moutet C. (Fra),-1.0,1-2,6-3,6-7,3-6,,,hard (indoor),ATP - SINGLES: Paris (France)
1561af3c3e1697037cd934f61288b10d,20/10/2020,Moutet C. (Fra),Harris G. (Rsa),-1.0,0-2,5-7,2-6,,,,hard (indoor),ATP - SINGLES: Antwerp (Belgium)
270c65ee3886a21164428a48610a3ff7,28/09/2020,Moutet C. (Fra),Giustino L. (Ita),-1.0,2-3,6-0,6-7,6-7,6-2,16-18,clay,ATP - SINGLES: French Open (France)
6503256c11d7a2fe8af90bff0f55ddd0,13/09/2020,Marcora R. (Ita),Moutet C. (Fra),-1.0,1-1,7-6,3-6,1-2,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
1198f8badc9031445d312f689df72746,12/09/2020,Carballes Baena R. (Esp),Moutet C. (Fra),-1.0,0-1,5-7,2-4,,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
b5d8f13c148c6607095e19b432b897ed,26/07/2020,Moutet C. (Fra),Brown D. (Ger),-1.0,2-3,12-18,17-13,14-13,9-19,1-3,hard,EXHIBITION - MEN: UTS Championship 2 (World)
da324e34d46c99a1eb4d58393c67dab0,16/07/2020,Halys Q. (Fra),Moutet C. (Fra),1.0,2-1,6-4,4-6,10-7,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France) - Play Offs
53b62098727dcf7bd0dfa7756d75e9ff,15/07/2020,Moutet C. (Fra),Mayot H. (Fra),-1.0,1-2,7-6,2-6,4-10,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France)
3e9c4e60c3c42acaa83762bc2afc6ce0,14/07/2020,Moutet C. (Fra),Muller A. (Fra),1.0,2-0,6-3,6-4,,,,hard,EXHIBITION - MEN: Challenge Elite FFT 2 (France)
14c1d519548f9a5a18894a032a6f6f9a,11/07/2020,Moutet C. (Fra),Rune H. (Den),1.0,3-2,13-12,17-12,8-20,7-15,3-2,hard,EXHIBITION - MEN: UTS Championship (World)
6a6de1c3192bf738fb0aec5f5ec0fa82,27/06/2020,Moutet C. (Fra),Brown D. (Ger),1.0,4-0,18-10,13-10,20-10,18-8,,hard,EXHIBITION - MEN: UTS Championship (World)
ac01457dfaad38a994e33e6f2d4128bb,21/06/2020,Popyrin Al. (Aus),Moutet C. (Fra),-1.0,0-4,8-14,12-14,14-17,11-14,,hard,EXHIBITION - MEN: UTS Championship (World)
02ba8355e67836aac811d292f2913052,18/02/2020,Moutet C. (Fra),Coria F. (Arg),-1.0,1-2,6-1,6-7,6-7,,,clay,ATP - SINGLES: Rio de Janeiro (Brazil)
9819c39d88fd22fe8989591d839b0b2b,11/02/2020,Moutet C. (Fra),Kovalik J. (Svk),-1.0,0-2,3-6,6-7,,,,clay,ATP - SINGLES: Buenos Aires (Argentina)
35c5a189cccf6fb0eccf32cb13538a95,07/02/2020,Martin A. (Svk),Moutet C. (Fra),1.0,2-0,6-3,6-2,,,,clay,ATP - SINGLES: Cordoba (Argentina)
36a55d52b57c18280de313785a1de81a,04/02/2020,Moutet C. (Fra),Monteiro T. (Bra),1.0,2-0,6-4,6-3,,,,clay,ATP - SINGLES: Cordoba (Argentina)
1601babfc8b3cdc6ff5f850ca82e8f43,05/01/2020,Moutet C. (Fra),Popyrin Al. (Aus),1.0,2-0,6-2,6-4,,,,hard,ATP - SINGLES: Doha (Qatar) - Qualification
9ccb7540c9c42627ce8d8123241a1d9d,04/01/2020,Moutet C. (Fra),Martin A. (Svk),1.0,2-0,6-4,6-4,,,,hard,ATP - SINGLES: Doha (Qatar) - Qualification
67e355c54894434d0f076af06d61d112,09/02/2021,Cuevas P. (Uru),Seppi A. (Ita),1.0,3-1,6-4,4-6,6-2,6-2,,hard,ATP - SINGLES: Australian Open (Australia)
0b7c5dce9ae396355d1e7054879d399f,03/02/2021,Haase R. (Ned),Cuevas P. (Uru),-1.0,0-2,5-7,3-6,,,,hard,ATP - SINGLES: Melbourne (Great Ocean Road Open) (Australia)
07f4e8951b3a4d39df22e16bedf82d41,31/10/2020,Cuevas P. (Uru),Gombos N. (Svk),-1.0,0-2,4-6,4-6,,,,hard (indoor),ATP - SINGLES: Paris (France) - Qualification
7f69529e899cece4019fcb4c7245754a,12/10/2020,Cuevas P. (Uru),Musetti L. (Ita),-1.0,0-2,6-7,5-7,,,,clay,ATP - SINGLES: Sardinia (Italy)
a2e9876dcbafa577fe9cb8f392a9006e,29/09/2020,Laaksonen H. (Sui),Cuevas P. (Uru),-1.0,1-3,1-6,6-2,4-6,2-6,,clay,ATP - SINGLES: French Open (France)
55fad39d1489ff0920a356bc973b1c7f,19/09/2020,Krawietz K. (Ger),Cuevas P. (Uru),-1.0,0-2,6-7,6-7,,,,clay,ATP - SINGLES: Hamburg (Germany) - Qualification
014c778e7a2d77e23028ba94cf225bcf,12/09/2020,Altmaier D. (Ger),Cuevas P. (Uru),1.0,2-0,7-5,6-3,,,,clay,CHALLENGER MEN - SINGLES: Aix en Provence (France)
e9785c4c177857298ee25cc1047cf16c,11/09/2020,Mayot H. (Fra),Cuevas P. (Uru),-1.0,0-2,3-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Aix en Provence (France)
0044ff6484e06584efd8731608153fec,08/09/2020,Olivo R. (Arg),Cuevas P. (Uru),-1.0,0-2,2-6,3-6,,,,clay,CHALLENGER MEN - SINGLES: Aix en Provence (France)
de04667ca0dd6aab8c3318d25212c218,31/08/2020,Sock J. (Usa),Cuevas P. (Uru),1.0,3-2,3-6,6-4,6-2,4-6,7-6,hard,ATP - SINGLES: US Open (USA)
9c8eb6d4dd710fc6c14c1084207c99fa,20/08/2020,Cuevas P. (Uru),Uchiyama Y. (Jpn),-1.0,0-2,4-6,6-7,,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
c051d38e7bad9b4c67946cd44f23f1d4,07/03/2020,Novak D. (Aut),Cuevas P. (Uru),1.0,2-1,2-6,6-3,6-4,,,x,ATP - SINGLES: Davis Cup - World Group (World) - Qualification
c6816433c275f62700c0b17c5557566b,06/03/2020,Rodionov J. (Aut),Cuevas P. (Uru),-1.0,1-2,7-6,3-6,6-7,,,x,ATP - SINGLES: Davis Cup - World Group (World) - Qualification
962d9b1ba318a8995d18436a5b67632c,26/02/2020,Cuevas P. (Uru),Olivo R. (Arg),-1.0,1-2,7-5,6-7,6-70,,,clay,ATP - SINGLES: Santiago (Chile)
01780451f31c7f732758c562c65e1598,18/02/2020,Balazs A. (Hun),Cuevas P. (Uru),1.0,2-0,6-4,6-3,,,,clay,ATP - SINGLES: Rio de Janeiro (Brazil)
1eac707bc3dced42dfc5b88d5a9fe9b2,05/02/2020,Cuevas P. (Uru),Mager G. (Ita),1.0,2-1,6-7,7-6,6-1,,,clay,ATP - SINGLES: Cordoba (Argentina)
49e9f287800c569026ee18f7fcaa0358,03/02/2020,Cuevas P. (Uru),Delbonis F. (Arg),1.0,2-0,7-5,6-2,,,,clay,ATP - SINGLES: Cordoba (Argentina)
f78d7c33ee7b2ea7e15a8f9043dc3187,26/02/2021,Monteiro T. (Bra),Cerundolo J. M. (Arg),-1.0,1-2,2-6,6-2,3-6,,,clay,ATP - SINGLES: Cordoba (Argentina)
0954ab64688345e59d4ff73b9c6edacd,25/02/2021,Monteiro T. (Bra),Carballes Baena R. (Esp),1.0,2-0,6-3,6-4,,,,clay,ATP - SINGLES: Cordoba (Argentina)
cc44e78062570e8fd90359af03d2539a,24/02/2021,Monteiro T. (Bra),Menezes J. (Bra),1.0,2-0,6-3,6-3,,,,clay,ATP - SINGLES: Cordoba (Argentina)
9bd23fae4b790171608ea1664e5e1fcd,09/02/2021,Monteiro T. (Bra),Martin A. (Svk),1.0,3-0,7-6,6-1,6-2,,,hard,ATP - SINGLES: Australian Open (Australia)
fb7977387370e4fa2bef6cd736f943ad,05/02/2021,Alcaraz C. (Esp),Monteiro T. (Bra),-1.0,0-2,6-7,3-6,,,,hard,ATP - SINGLES: Melbourne (Great Ocean Road Open) (Australia)
04f7cbfadbf77721fcfc0d13e48a4335,03/02/2021,Ebden M. (Aus),Monteiro T. (Bra),-1.0,1-2,7-6,4-6,3-6,,,hard,ATP - SINGLES: Melbourne (Great Ocean Road Open) (Australia)
9e698acae606e251a15d7e17949879a4,02/02/2021,Monteiro T. (Bra),Fancutt T. J. (Aus),1.0,2-0,6-4,6-4,,,,hard,ATP - SINGLES: Melbourne (Great Ocean Road Open) (Australia)
b79edd95fedae6fd004a632656bc950d,07/01/2021,Bellucci T. (Bra),Monteiro T. (Bra),-1.0,0-2,3-6,5-7,,,,hard,ATP - SINGLES: Delray Beach (USA)
85dd196cb2580a99cdae98fcb428a516,25/11/2020,Monteiro T. (Bra),Janvier M. (Fra),-1.0,1-2,6-7,7-6,4-6,,,clay,CHALLENGER MEN - SINGLES: Sao Paulo (Brazil)
9ac6368b28541ae85318465392adae49,24/11/2020,Monteiro T. (Bra),Elias G. (Por),1.0,2-0,6-3,6-2,,,,clay,CHALLENGER MEN - SINGLES: Sao Paulo (Brazil)
0be9cf139dcbaab74986d0d2ea48e123,19/11/2020,Monteiro T. (Bra),Nakashima B. (Usa),-1.0,0-2,4-6,3-6,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
9305273063e8e83a60c1619c1506d8ca,17/11/2020,Monteiro T. (Bra),Kozlov S. (Usa),1.0,2-0,6-1,6-3,,,,hard,CHALLENGER MEN - SINGLES: Orlando (USA)
89605a9ee22e0dd040dd54ad43623a32,12/11/2020,Monteiro T. (Bra),Torpegaard M. (Den),-1.0,1-2,6-4,3-6,4-6,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
8b80e85f9ece1c0ca0446e34be3a6249,10/11/2020,Monteiro T. (Bra),Clezar G. (Bra),1.0,1-0,7-6,3-2,,,,hard,CHALLENGER MEN - SINGLES: Cary (USA)
87564b3c722c4b3553012359f715d702,01/10/2020,Giron M. (Usa),Monteiro T. (Bra),-1.0,0-3,6-7,4-6,1-6,,,clay,ATP - SINGLES: French Open (France)
b435fb97cb6ccfaac8644e65891dc19b,26/09/2020,Musetti L. (Ita),Monteiro T. (Bra),1.0,2-0,7-6,7-6,,,,clay,CHALLENGER MEN - SINGLES: Forli (Italy)
fc13f61063c2591fc7b558d4ced06bc7,25/09/2020,Monteiro T. (Bra),Pellegrino A. (Ita),1.0,2-1,6-4,4-6,6-1,,,clay,CHALLENGER MEN - SINGLES: Forli (Italy)
a36e689eec5c208376dbaa4e3652313e,24/09/2020,Monteiro T. (Bra),Ritschard A. (Usa),1.0,2-0,7-6,6-3,,,,clay,CHALLENGER MEN - SINGLES: Forli (Italy)
b6f015395beeb2396e05bcf59f0ca96e,23/09/2020,Monteiro T. (Bra),Bonadio R. (Ita),1.0,2-1,2-6,7-6,6-4,,,clay,CHALLENGER MEN - SINGLES: Forli (Italy)
c8843d171b8e3485324af9af57f5930c,21/09/2020,Sugita Y. (Jpn),Monteiro T. (Bra),-1.0,0-2,1-6,6-7,,,,clay,CHALLENGER MEN - SINGLES: Forli (Italy)
553485ce1c72af115060adff4f9dc346,12/09/2020,Daniel T. (Jpn),Monteiro T. (Bra),1.0,2-1,4-6,7-6,6-4,,,clay,ATP - SINGLES: Rome (Italy) - Qualification
bbde972b13e3c9e052b22a00ce22df46,08/09/2020,Monteiro T. (Bra),Hanfmann Y. (Ger),-1.0,1-2,1-6,6-2,3-6,,,clay,ATP - SINGLES: Kitzbuhel (Austria) - Qualification
49f5103d4da959e28a05b2cb51e30962,07/09/2020,Monteiro T. (Bra),Miedler L. (Aut),1.0,2-1,6-2,6-7,7-5,,,clay,ATP - SINGLES: Kitzbuhel (Austria) - Qualification
9cba43df76023a830ffe05262795bf7f,21/08/2020,Ruusuvuori E. (Fin),Monteiro T. (Bra),1.0,1-0,6-4,2-1,,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
2d834c9ea8f20be75df1768f8c6fd39c,20/08/2020,Coria F. (Arg),Monteiro T. (Bra),-1.0,0-2,3-6,4-6,,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
1e6a99b6b03bf998e1176f3bd3e4b706,27/02/2020,Monteiro T. (Bra),Carballes Baena R. (Esp),1.0,2-0,6-1,6-4,,,,clay,ATP - SINGLES: Santiago (Chile)
91dcfc2b682d43addba9f60d6678d35d,25/02/2020,Monteiro T. (Bra),Mayer L. (Arg),1.0,2-1,6-7,6-3,6-4,,,clay,ATP - SINGLES: Santiago (Chile)
5f58d1d6527efe407c029643c692ba1d,19/02/2020,Monteiro T. (Bra),Balazs A. (Hun),-1.0,1-2,6-1,1-6,4-6,,,clay,ATP - SINGLES: Rio de Janeiro (Brazil)
dfe1e5814db16af93523ce0e4edc6f08,15/02/2020,Monteiro T. (Bra),Sousa P. (Por),-1.0,0-2,6-7,4-6,,,,clay,ATP - SINGLES: Buenos Aires (Argentina)
60892e9cec5d7f6e5249caecbd60701a,10/02/2020,Munar J. (Esp),Monteiro T. (Bra),-1.0,0-2,3-6,3-6,,,,clay,ATP - SINGLES: Buenos Aires (Argentina)
8666beb7fd5cda1efd8cdd825b01e0a8,02/02/2020,Cecchinato M. (Ita),Monteiro T. (Bra),-1.0,1-2,6-7,7-6,5-7,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
fb2a926e07d2fdf0644602f88d3d60c9,02/02/2020,Meligeni Rodrigues Alves F. (Bra),Monteiro T. (Bra),-1.0,0-2,3-6,3-6,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
88de307235a62b18413601db93b88a68,01/02/2020,Clezar G. (Bra),Monteiro T. (Bra),-1.0,0-2,4-6,1-6,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
45fbd22d408a1ec234ff0144dedb363a,30/01/2020,Cerundolo F. (Arg),Monteiro T. (Bra),-1.0,0-2,5-7,4-6,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
00210cf505f4f95f031031952b504fb3,30/01/2020,Kestelboim M. (Arg),Monteiro T. (Bra),-1.0,0-2,4-6,4-6,,,,clay,CHALLENGER MEN - SINGLES: Punta Del Este (Uruguay)
61a1db2d461c49bbbae94847ef9a5bdb,11/01/2020,Monteiro T. (Bra),Mayer L. (Arg),1.0,2-1,7-6,4-6,6-1,,,hard,ATP - SINGLES: Auckland (New Zealand) - Qualification
8e0cfe177b64d60b6ae98e96a0958335,11/01/2020,Monteiro T. (Bra),Rai A. (Nzl),1.0,2-0,6-4,6-2,,,,hard,ATP - SINGLES: Auckland (New Zealand) - Qualification
c398f8a07f371a13a3d55abc89887611,05/01/2020,Barrere G. (Fra),Monteiro T. (Bra),1.0,2-0,6-4,6-4,,,,hard,ATP - SINGLES: Doha (Qatar) - Qualification
5ec1446f52d2a8b581e63f96fa0c647e,04/01/2020,Nawaf R. (Qat),Monteiro T. (Bra),-1.0,0-2,2-6,0-6,,,,hard,ATP - SINGLES: Doha (Qatar) - Qualification
18690ee007538d2de57c0ebe010c4cdf,09/02/2021,Berankis R. (Ltu),Nagal S. (Ind),1.0,3-0,6-2,7-5,6-3,,,hard,ATP - SINGLES: Australian Open (Australia)
40d651e567c5b9251d134fd31266650b,03/02/2021,Berankis R. (Ltu),Kubler J. (Aus),1.0,2-0,7-6,7-5,,,,hard,ATP - SINGLES: Melbourne (Murray River Open) (Australia)
dfb1df8409f56db58f810ea2648ae640,01/02/2021,Nagal S. (Ind),Berankis R. (Ltu),-1.0,0-2,2-6,2-6,,,,hard,ATP - SINGLES: Melbourne (Murray River Open) (Australia)
c308670cbd6bd76d64f5adc1f7a42611,29/09/2020,Dellien H. (Bol),Berankis R. (Ltu),-1.0,0-3,1-6,4-6,4-6,,,clay,ATP - SINGLES: French Open (France)
99da1c1873363932477d759791a7e41f,03/09/2020,Berankis R. (Ltu),Johnson S. (Usa),1.0,3-1,7-5,6-2,1-6,7-6,,hard,ATP - SINGLES: US Open (USA)
b1b9cb8c795c7ab35da6d3fc25c878aa,31/08/2020,Gaio F. (Ita),Berankis R. (Ltu),-1.0,1-3,6-7,6-4,4-6,4-6,,hard,ATP - SINGLES: US Open (USA)
21852b657b114572f75eaedb0105b0ff,21/08/2020,Uchiyama Y. (Jpn),Berankis R. (Ltu),-1.0,1-2,2-6,7-5,6-7,,,hard,ATP - SINGLES: Cincinnati (USA) - Qualification
f5d6264317447b2aefee174b2b6946a2,15/07/2020,Berankis R. (Ltu),Nadaf H. R. (Irn),1.0,2-0,6-2,6-1,,,,hard,EXHIBITION - MEN: Eastern European Championship 2 (Europe)
00b05f0c43a5a3d0f81f272d641c40b2,14/07/2020,Berankis R. (Ltu),Jandric D. (Srb),1.0,2-0,6-3,6-1,,,,hard,EXHIBITION - MEN: Eastern European Championship 2 (Europe)
673941b276c6863ffd0158a28235f138,13/07/2020,Berankis R. (Ltu),Savelev D. (Rus),1.0,2-0,6-2,6-2,,,,hard,EXHIBITION - MEN: Eastern European Championship 2 (Europe)
9d86ee825ae43281b276f9590935ba9e,24/06/2020,Berankis R. (Ltu),Basic M. (Bih),-1.0,0-2,6-7,3-6,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
4a52768f88711d3ca671200362dabf89,23/06/2020,Berankis R. (Ltu),Sabanov M. (Cro),1.0,2-0,6-4,6-4,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
5a302d2c795670632132e0b0639b7a38,22/06/2020,Berankis R. (Ltu),Miladinovic M. (Srb),1.0,2-0,6-0,6-1,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
4f4d69641b598308729296e99702810f,17/06/2020,Berankis R. (Ltu),Butulija B. (Srb),-1.0,0-0,0-2,,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
cfb201f21af50aed28730829f5b64a32,16/06/2020,Berankis R. (Ltu),Troicki V. (Srb),1.0,2-0,6-3,6-3,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
d1a17fd57e5d5284d5ab3e51e684e3b4,15/06/2020,Berankis R. (Ltu),Pavlovic L. (Fra),1.0,2-0,6-3,6-1,,,,clay,EXHIBITION - MEN: Eastern European Championship (Europe)
7879fc60799201c9ee1e89ced7a3a742,05/03/2020,Escobedo E. (Usa),Berankis R. (Ltu),1.0,2-0,7-6,7-6,,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
2ded93bbde3fb422577e6cf7d4f65061,03/03/2020,Mochizuki S. (Jpn),Berankis R. (Ltu),-1.0,0-2,5-7,4-6,,,,hard,CHALLENGER MEN - SINGLES: Monterrey (Mexico)
31a9c0f27bdededed387ecf622b8bc15,07/02/2020,Sugita Y. (Jpn),Berankis R. (Ltu),-1.0,1-2,6-4,6-7,2-6,,,hard,ATP - SINGLES: Pune (India)
4be52da74ebbfb5e58a0e23412bc6a81,05/02/2020,Stebe C. (Ger),Berankis R. (Ltu),-1.0,0-2,6-7,1-6,,,,hard,ATP - SINGLES: Pune (India)
